,Name,Score,Studios,Source,Ranked,Popularity,Completed
6489,Another,7.55,P.A. Works,Light novel,1411,45,925862
6490,Usagi Drop Specials,7.98,Production I.G,Manga,569,2003,48411
6491,Sekaiichi Hatsukoi 2,7.97,Studio Deen,Manga,574,1175,107736
6492,Hybrid Child,7.69,Studio Deen,Manga,1061,1979,42455
6494,Hoshizora e Kakaru Hashi: Kakaru ka? Gakuensai ni Koi no Hashi,6.86,Doga Kobo,Visual novel,4206,3203,20785
6496,Papa no Iukoto wo Kikinasai!,7.33,feel.,Light novel,2189,914,113011
6501,Maken-Ki! OVA,6.64,Xebec,Manga,5186,2342,33293
6504,Rinne no Lagrange,6.92,Xebec,Original,3944,2010,26773
6505,Amagami SS+ Plus,7.44,AIC,Visual novel,1754,1126,95169
6506,Hidamari Sketch x SP,7.79,Shaft,4-koma manga,839,4503,8568
6507,Hidamari Sketch x Honeycomb,7.94,Shaft,4-koma manga,619,3690,11425
6508,Brave 10,6.8,TMS Entertainment,Manga,4421,1131,82375
6510,Ikkitousen: Shuugaku Toushi Keppuuroku,6.65,Arms,Manga,5163,4172,8095
6511,Ao no Exorcist: Kuro no Iede,7.31,A-1 Pictures,Manga,2293,1304,87284
6516,Black★Rock Shooter (TV),6.85,"Ordet, SANZIGEN",Other,4229,466,198365
6519,Kimi no Iru Machi: Tasogare Kousaten,7.23,Tatsunoko Production,Manga,2652,2637,23166
6520,Zero no Tsukaima F,7.52,J.C.Staff,Light novel,1508,412,273812
6522,A-Channel+smile,7.12,Studio Gokumi,4-koma manga,3102,3663,14802
6523,Tantei Opera Milky Holmes Dai 2 Maku,7.22,"J.C.Staff, Artland",Original,2702,4019,9234
6525,"Kono Danshi, Uchuujin to Tatakaemasu.",6.86,CoMix Wave Films,Original,4195,3459,14941
6527,Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,7.53,Toei Animation,Manga,1485,2672,31218
6528,Shin Tennis no Ouji-sama,7.56,"Production I.G, M.S.C",Manga,1400,2288,35659
6529,.hack//The Movie: Sekai no Mukou ni,7.14,Anima,Game,3028,4028,9647
6530,Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi,6.45,Toei Animation,Original,6170,3581,14268
6535,Ano Natsu de Matteru,7.49,J.C.Staff,Original,1605,455,186825
6536,Rurouni Kenshin: Meiji Kenkaku Romantan - Shin Kyoto-hen,7.11,Studio Deen,Manga,3171,3457,14188
6537,UFO Princess Valkyrie: Recap,6.22,TNK,Manga,7244,9930,657
6539,Chibi☆Devi!,6.76,SynergySP,Manga,4633,4466,4373
6544,Redline Pilot,6.7,Madhouse,Original,4916,5498,5095
6546,Recorder to Randoseru Do♪,6.69,Seven,4-koma manga,4967,2420,28448
6548,Sankarea,7.36,Studio Deen,Manga,2074,270,318184
6549,Kiss Dum: Omokage,6.03,Satelight,Original,8110,10640,434
6555,Un-Go: Inga-ron,7.6,Bones,Novel,1285,2807,23888
6557,Yamatarou Kaeru,6.05,Tezuka Productions,Manga,8011,11222,459
6562,Toradora!: Bentou no Gokui,7.46,J.C.Staff,Light novel,1713,1075,116395
6563,Sougen no Ko Tenguri,6.09,Shin-Ei Animation,Original,7862,10711,536
6564,Precure All Stars DX the Dance Live♥: Miracle Dance Stage e Youkoso,6.93,Toei Animation,Original,3880,8878,1062
6565,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,8.5,White Fox,Visual novel,106,288,339621
6571,Nisemonogatari,8.18,Shaft,Light novel,325,195,428713
6574,Morita-san wa Mukuchi. 2,6.68,Seven,4-koma manga,5009,4598,8921
6575,High School DxD,7.4,TNK,Light novel,1900,68,812823
6577,Blood Lad,7.33,Brain's Base,Manga,2207,217,377208
6578,Sacred Seven: Shirogane no Tsubasa,6.68,Sunrise,Original,5020,6165,2688
6579,Pink Mizu Dorobou Ame Dorobou,5.58,Toei Animation,Manga,9493,10081,570
6581,Hakuouki OVA,7.45,Studio Deen,Visual novel,1744,4571,7198
6582,Natsume Yuujinchou Shi,8.67,Brain's Base,Manga,47,774,114646
6586,Takarajima Memorial: Yuunagi to Yobareta Otoko,6.55,Madhouse,Novel,5614,10137,778
6590,Match Uri no Shoujo,6.03,Toei Animation,Book,8120,11993,303
6592,Area no Kishi,7.22,Shin-Ei Animation,Manga,2671,2005,33902
6594,Another: The Other - Inga,7.32,P.A. Works,Novel,2232,966,130704
6595,Code:Breaker,6.8,Kinema Citrus,Manga,4440,568,167779
6596,Dragon Age: Blood Mage no Seisen,6.11,Oxybot,Game,7738,5165,5309
6599,Kamisama Dolls Specials,5.93,Brain's Base,Manga,8447,5913,3724
6604,Coluboccoro,5.64,Kenji Studio,Original,9323,9080,1187
6605,Ao no Exorcist Movie,7.64,A-1 Pictures,Manga,1168,688,166509
6606,Kimi to Boku. 2,7.98,J.C.Staff,Manga,564,1779,47337
6607,Fate/Zero 2nd Season,8.59,ufotable,Light novel,71,105,649100
6608,Toaru Majutsu no Index Movie: Endymion no Kiseki,7.5,J.C.Staff,Original,1572,1352,74709
6612,Senki Zesshou Symphogear,7.03,"Satelight, Encourage Films",Original,3542,1454,45745
6613,009 Re:Cyborg,6.53,"Production I.G, SANZIGEN",Manga,5725,4284,7609
6614,Sword Art Online,7.25,A-1 Pictures,Light novel,2584,4,1907261
6615,Accel World,7.32,Sunrise,Light novel,2228,178,405638
6616,Medaka Box,7.07,"Gainax, Asahi Production",Manga,3367,723,119974
6617,Sekai de Ichiban Tsuyoku Naritai!,5.81,Arms,Manga,8807,2449,16567
6619,Gokujo.: Gokurakuin Joshikou Ryou Monogatari,6.2,LMD,Manga,7329,3183,13691
6620,Kuroko no Basket,8.15,Production I.G,Manga,367,104,609160
6623,Dog Days',7.09,Seven Arcs,Original,3248,1544,65703
6624,Haiyore! Nyaruko-san,7.07,Xebec,Light novel,3333,496,160124
6628,"Tamayura: Hitotose - Attakai Kaze no Omoide, Nanode",7.41,TYO Animations,Original,1868,5413,4898
6629,Forsaken,5.78,Gonzo,Music,8901,10313,852
6630,Midori no Neko,5.44,Tezuka Productions,Manga,9844,10237,690
6633,Shijou Saikyou no Deshi Kenichi OVA,7.93,Brain's Base,Manga,634,2334,29136
6638,Qin Shi Ming Yue: Zhu Zi Bai Jia,7.03,Sparkly Key Animation Studio,Novel,3519,10274,354
6639,Zetman,6.89,TMS Entertainment,Manga,4096,1295,66331
6640,Qin Shi Ming Yue: Ye Jin Tianming,6.81,Sparkly Key Animation Studio,Novel,4408,10384,396
6641,Danshi Koukousei no Nichijou,8.28,Sunrise,Web manga,238,180,364587
6645,Queen's Blade: Rebellion,6.32,Arms,Other,6799,2740,16032
6646,Cipher,4.72,Magic Bus,Manga,10802,5351,4862
6651,Kokoro Connect,7.82,SILVER LINK.,Light novel,793,161,398032
6652,The iDOLM@STER: 765 Pro to Iu Monogatari,7.47,A-1 Pictures,Game,1665,3672,14161
6654,Pretty Rhythm: Aurora Dream - Prism Shougekijou,6.74,Tatsunoko Production,Game,4706,8430,1189
6656,Major: World Series,8.35,SynergySP,Manga,188,2992,23322
6658,Oda Nobuna no Yabou,7.46,"Madhouse, Studio Gokumi",Light novel,1703,599,159454
6661,Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,8.23,Shaft,Original,282,927,117897
6662,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,8.39,Shaft,Original,162,912,117551
6663,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,8.44,Shaft,Original,133,490,220045
6666,One Piece 3D: Gekisou! Trap Coaster,7.02,Toei Animation,Manga,3575,3891,10965
6668,Tiger & Bunny Movie 1: The Beginning,7.44,Sunrise,Original,1788,3617,12588
6669,Tiger & Bunny Movie 2: The Rising,7.81,Sunrise,Original,815,3372,12965
6670,Poyopoyo Kansatsu Nikki,7.68,Studio Deen,4-koma manga,1088,3767,8595
6672,Uchuu Senkan Yamato 2199,8.37,"Xebec, AIC",Original,172,1492,36131
6673,Kingdom,8.04,Studio Pierrot,Manga,490,1102,55016
6675,What's Michael? 2,6.05,"J.C.Staff, Kitty Films",Manga,8012,12521,209
6677,Fairy Tail Movie 1: Houou no Miko,7.41,"Satelight, A-1 Pictures",Manga,1881,898,139800
6678,Mardock Scramble: The Third Exhaust,7.45,GoHands,Novel,1753,2902,20545
6683,Queen's Blade OVA Specials,6.09,Arms,Other,7827,5172,4821
6684,Rurouni Kenshin Special,7.34,Studio Deen,Manga,2175,4054,11452
6685,Hajime no Ippo: Boxer no Kobushi,8.11,Madhouse,Manga,398,2582,32989
6688,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,7.92,Studio 4°C,Manga,648,980,130415
6689,Berserk: Ougon Jidai-hen III - Kourin,8.21,Studio 4°C,Manga,297,942,132010
6690,Detective Conan Movie 16: The Eleventh Striker,7.74,TMS Entertainment,Manga,931,2884,27929
6691,Natsu-iro Kiseki,7.02,Sunrise,Original,3575,2619,15947
6693,Yurumates 3D,6.3,C2C,4-koma manga,6923,5583,4456
6697,Robotica*Robotics,6.87,CoMix Wave Films,Original,4170,4506,8402
6699,Kaze no Matasaburou,5.79,Madhouse,Novel,8898,10631,451
6701,Backkom,5.84,RG Animation Studios,Original,8712,9651,998
6702,AKB0048,7.39,Satelight,Original,1940,2141,31555
6703,Busou Chuugakusei: Basket Army,5.74,Asread,Manga,9023,6012,2674
6706,Koi to Senkyo to Chocolate,7.09,AIC Build,Visual novel,3249,812,104403
6709,Carnival Phantasm EX Season,7.48,Lerche,Manga,1626,2569,31970
6710,Hyouka,8.14,Kyoto Animation,Novel,374,81,513461
6711,Smile Precure!,6.74,Toei Animation,Original,4731,3128,14434
6712,Precure All Stars Movie New Stage: Mirai no Tomodachi,7.11,Toei Animation,Original,3144,6802,2960
6713,s.CRY.ed Alteration II: Quan,6.82,Sunrise,Original,4341,7365,1329
6715,Dragon Ball: Episode of Bardock,7.18,Toei Animation,Manga,2858,1651,75722
6716,Koi-ken!: Watashitachi Anime ni Nacchatta!,5.77,Marvy Jack,Manga,8948,6674,1807
6718,Carnival Phantasm: Illya-jou,6.92,Lerche,Visual novel,3916,2961,25641
6719,Mikeneko Holmes no Yuurei Joushu,5.88,AIC,Novel,8589,12675,180
6720,Takara-sagashi,6.28,Studio Ghibli,Picture book,7011,9724,320
6722,Rinne no Lagrange Season 2,6.99,Xebec,Original,3683,3261,15165
6723,Acchi Kocchi (TV),7.51,AIC,4-koma manga,1537,578,152078
6724,Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,7.05,Diomedéa,Light novel,3450,459,223807
6726,Upotte!!,6.51,Xebec,Manga,5842,1937,34305
6727,Thermae Romae,7.02,"Gonzo, DLE",Manga,3585,3603,12747
6728,Soukou Kihei Votoms Recaps,6.17,Sunrise,Original,7488,11234,269
6730,Dirty Pair Flash 2,6.66,Sunrise,Light novel,5094,7785,1736
6731,Dirty Pair Flash 3,6.56,Sunrise,Light novel,5561,7955,1565
6733,Ookami Kodomo no Ame to Yuki,8.64,Studio Chizu,Original,56,170,448228
6736,Bakuman. 3rd Season,8.58,J.C.Staff,Manga,78,537,199772
6737,Shining Hearts: Shiawase no Pan,6.15,Production I.G,Game,7551,2609,18475
6742,Oyako Club,5.6,Eiken,Original,9440,11257,428
6745,The Gakuen Choujo-tai,5.53,Magic Bus,Novel,9619,11646,239
6746,Yuru Yuri♪♪,7.85,Doga Kobo,Manga,747,990,110706
6747,Inga Nikki,6.13,Bones,Original,7673,5848,3968
6748,Jormungand,7.85,White Fox,Manga,740,528,152313
6749,Guilty Crown: Kiseki - Reassortment,7.15,Production I.G,Original,2988,2821,22420
6751,Uchuu Kyoudai,8.52,A-1 Pictures,Manga,95,991,37234
6752,Kyokugen Dasshutsu Adv: Zennin Shibou Desu Prologue,6.1,Gonzo,Visual novel,7822,6853,2847
6753,Yuri Seijin Naoko-san (2012),6.5,ufotable,Manga,5921,4680,7304
6754,"Soukou Kihei Votoms Vol.I: Stories of the ""A.T.Votoms""",6.4,Sunrise,Original,6397,11493,247
6755,"Soukou Kihei Votoms Vol.II: Highlights from the ""A.T.Votoms""",6.18,Sunrise,Original,7471,11714,227
6756,Tasogare Otome x Amnesia,7.86,SILVER LINK.,Manga,729,436,186375
6757,Ben-To Picture Drama,6.11,David Production,Light novel,7758,4831,5192
6760,Yuu☆Yuu☆Hakusho: Mu Mu Hakusho - Nightmare Hakusho,6.58,Studio Pierrot,Manga,5510,5537,4425
6761,Hiiro no Kakera,6.74,Studio Deen,Visual novel,4716,1482,51361
6762,Nazo no Kanojo X,7.25,Hoods Entertainment,Manga,2553,725,121180
6763,Eureka Seven AO,6.7,Bones,Manga,4903,1607,45239
6764,Sakasama no Patema,8.05,"Studio Rikka, Purple Cow Studio Japan",Original,472,673,132291
6765,Gregory Horror Show: The Second Guest,6.64,Milky Cartoon,Original,5174,9698,912
6766,Gregory Horror Show: The Last Train,6.3,Milky Cartoon,Original,6889,10030,747
6767,Gregory Horror Show: The Bloody Karte,5.79,Milky Cartoon,Original,8867,10669,556
6768,Kyoukaisenjou no Horizon II,7.55,Sunrise,Light novel,1426,1791,44861
6770,Crayon Shin-chan Movie 20: Arashi wo Yobu! Ora to Uchuu no Princess,6.6,Shin-Ei Animation,Manga,5381,8192,1968
6772,Mirai Nikki (TV): Ura Mirai Nikki,6.52,Asread,Manga,5786,2236,38653
6773,C³: Rikan Gakkou Confusion!,6.75,SILVER LINK.,Light novel,4660,3242,20298
6776,Sakamichi no Apollon,8.36,"Tezuka Productions, MAPPA",Manga,176,494,159591
6777,"Dakara Boku wa, H ga Dekinai.",6.64,feel.,Light novel,5177,414,229141
6781,Fate/Prototype,6.73,Lerche,Original,4761,1546,63359
6783,Itsuka Tenma no Kuro Usagi Picture Drama,6.17,Zexcs,Light novel,7489,6016,2868
6784,Asa made Jugyou Chu!,6.13,GoHands,Manga,7672,2431,32806
6788,Ijime: Ikenie no Kyoushitsu,5.21,SynergySP,Manga,10320,9631,1105
6790,Sengoku Collection,6.44,Brain's Base,Game,6234,3518,6027
6793,"Mogyutto ""Love"" de Sekkinchuu!",7.21,Sunrise,Music,2752,4591,9770
6795,Danball Senki W,7.05,OLM,Game,3457,6735,2651
6799,Patalliro! Stardust Keikaku,6.51,Toei Animation,Manga,5828,10349,351
6801,Amagami SS+ Plus: Extra Episode+ Plus,7.23,AIC,Visual novel,2639,3012,22009
6802,Pokemon Movie 15: Kyurem vs. Seikenshi,6.44,OLM,Game,6230,2790,29809
6803,Papa no Iukoto wo Kikinasai!: Pokkapoka,7.2,feel.,Light novel,2781,2743,28691
6804,Ozma,6.11,"Gonzo, LandQ studios",Original,7746,4287,7542
6805,Joshiraku,7.49,J.C.Staff,Manga,1598,1452,34587
6807,Code Geass: Hangyaku no Lelouch - Nunnally in Wonderland,6.45,Sunrise,Original,6157,2014,44910
6808,Kiss Dum R: Meguriahi,6.15,Satelight,Original,7577,10327,490
6809,Tight-rope,7.07,PrimeTime,Manga,3337,2590,30564
6810,Tales of Gekijou,6.61,Sunrise,Game,5311,7052,2197
6811,Tales of Symphonia The Animation: Sekai Tougou-hen Specials,7.04,ufotable,Game,3485,6193,3025
6812,Uta no☆Prince-sama♪ Maji Love 2000%,7.25,A-1 Pictures,Visual novel,2562,1454,68402
6813,The Hakkenden: Shin Shou,6.51,AIC,Novel,5860,8690,951
6816,High School DxD OVA,7.3,TNK,Light novel,2335,702,168222
6817,Bari Bari Densetsu (1987),6.62,Studio Pierrot,Manga,5281,9427,677
6818,Phi Brain: Kami no Puzzle - Orpheus Order-hen,7.29,Sunrise,Original,2398,2449,26488
6824,Yumemakura Baku Twilight Gekijou,5.68,"Studio Pierrot, D.A.S.T.",Novel,9232,10611,230
6827,Sora no Otoshimono Final: Eternal My Master,6.77,Production IMS,Manga,4595,1670,49781
6831,Yajikita Gakuen Douchuuki,5.72,J.C.Staff,Manga,9113,10803,243
6836,Shirokuma Cafe,7.94,Studio Pierrot,Manga,613,1734,14427
6841,Star Driver the Movie,6.67,Bones,Original,5030,4708,4695
6842,One Piece Film: Z,8.18,Toei Animation,Manga,326,826,162507
6844,Pretty Rhythm: Dear My Future,6.68,"Tatsunoko Production, Dongwoo A&E",Game,5018,5731,3456
6846,Tsuki no Sango,6.12,ufotable,Other,7728,6972,1906
6847,Ginga e Kickoff!!,7.24,TYO Animations,Novel,2611,3630,10591
6848,Bokura no: Tsuisou,6.11,Gonzo,Manga,7742,7926,1494
6849,Dantalian no Shoka: Ibarahime,7.18,Gainax,Light novel,2852,3718,14246
6851,Tsuritama,7.7,A-1 Pictures,Original,1016,1042,63453
6854,Danshi Koukousei no Nichijou Specials,7.86,Sunrise,Web manga,723,1349,81243
6861,Madang-eul Naon Amtalg,7.62,Odolttogi,Book,1231,7679,1632
6863,Morita-san wa Mukuchi. Specials,6.45,Seven,4-koma manga,6201,7179,2894
6864,Saint Seiya Omega,6.28,Toei Animation,Manga,6998,2550,16861
6866,AWOL,5.62,Studio Deen,Original,9362,10597,224
6871,Jewelpet Kira☆Deco!,6.66,Studio Comet,Original,5086,7864,1119
6872,Jewelpet Movie: Sweets Dance Princess,6.04,Studio Comet,Original,8051,10218,349
6873,Arcana Famiglia,6.28,J.C.Staff,Visual novel,6964,864,107445
6875,Naruto SD: Rock Lee no Seishun Full-Power Ninden,7.14,Studio Pierrot,Manga,3032,1898,35502
6877,Katte ni Kaizou Specials,6.42,Shaft,Manga,6330,8175,1010
6882,Arashi no Yoru ni: Himitsu no Tomodachi,6.76,Sparky Animation,Book,4602,8486,763
6884,Anime Koukyoushi: Jungle Taitei,6.51,Madhouse,Manga,5847,10801,442
6887,Sankarea OVA,7.25,Studio Deen,Manga,2556,1528,72088
6897,Hakuouki Reimeiroku,7.48,Studio Deen,Visual novel,1632,2294,26871
6898,Hakuouki Movie 1: Kyoto Ranbu,7.67,Studio Deen,Visual novel,1108,3366,11452
6899,Hakuouki Movie 2: Shikon Soukyuu,7.77,Studio Deen,Visual novel,882,3837,8789
6900,Shinsekai yori,8.35,A-1 Pictures,Novel,187,168,255272
6901,Itsuka Tenma no Kuro Usagi Special,6.36,Zexcs,Light novel,6605,6311,3036
6902,Gakkatsu!,6.5,NHK,Original,5883,5792,2502
6903,Shiba Inuko-san,5.77,Hotline,Manga,8940,5217,3620
6905,Cardfight!! Vanguard: Asia Circuit-hen,6.84,TMS Entertainment,Original,4261,3702,14842
6907,Kuromajo-san ga Tooru!!,6.49,Shin-Ei Animation,Novel,5968,5382,1540
6908,Hagure Yuusha no Aesthetica,6.89,Arms,Light novel,4090,431,234071
6909,Furusato Saisei: Nippon no Mukashibanashi,7.0,Tomason,Other,3646,4975,533
6912,Buta,6.46,Telecom Animation Film,Original,6082,5390,5797
6913,Wasurenagumo,7.1,Production I.G,Original,3200,2993,19189
6915,Shiranpuri (Movie),6.29,Shirogumi,Original,6957,6933,2859
6918,Fate/Zero Remix,7.07,ufotable,Light novel,3353,3675,9890
6921,Monster Farm: Legend e no Michi,6.75,TMS Entertainment,Game,4697,4407,9854
6922,Lupin the Third: Mine Fujiko to Iu Onna,7.78,TMS Entertainment,Manga,866,2312,21715
6924,Guskou Budori no Denki (2012),6.27,Tezuka Productions,Novel,7032,6420,2265
6929,Metal Fight Beyblade Zero G,6.09,"Tatsunoko Production, SynergySP",Manga,7878,4941,6809
6931,Mass Effect: Paragon Lost,6.33,Production I.G,Game,6744,5432,5177
6935,Shin Hikari Shinwa: Palutena no Kagami,6.4,"Production I.G, Studio 4°C, Shaft",Game,6439,7468,2254
6936,Blossom,6.52,Ordet,Original,5799,6876,3548
6937,Haru wa Kuru,5.89,Studio 4°C,Original,8570,10996,571
6938,Kyoto Animation: Ajisai-hen,5.62,Kyoto Animation,Original,9382,6906,3545
6939,Inazuma Eleven Go: Chrono Stone,7.17,OLM,Game,2895,2621,30354
6940,Fate/Zero: Onegai! Einzbern Soudanshitsu,6.67,ufotable,Original,5046,2918,18808
6941,Shinryaku!! Ika Musume,7.49,Diomedéa,Manga,1613,3465,13223
6942,Hunter x Hunter Movie 1: Phantom Rouge,7.24,Madhouse,Manga,2604,1197,98999
6944,One Off,6.44,TYO Animations,Original,6205,4327,6396
6945,Galaxy Angel Specials,6.8,Madhouse,Game,4445,9020,1244
6946,Houkago no Tinker Bell,5.65,Production Reed,Light novel,9285,11511,245
6947,Usogui,5.47,Shueisha,Manga,9754,9601,197
6949,Kyoto Animation: Hoshi-hen,5.79,Kyoto Animation,Original,8880,7257,3185
6950,Henshin Gattai! 5 tsu no Atsuki Tamashii,4.25,Gainax,Original,10980,11727,466
6952,Jormungand: Perfect Order,7.94,White Fox,Manga,626,977,110540
6953,Tari Tari,7.32,P.A. Works,Original,2270,1114,61813
6954,Fuse: Teppou Musume no Torimonochou,7.36,TMS Entertainment,Book,2059,3126,13502
6955,Chouyaku Hyakuninisshu: Uta Koi.,7.48,TYO Animations,Manga,1639,3317,8316
6956,High School DxD Specials,7.27,TNK,Light novel,2479,944,138426
6959,"Kono Naka ni Hitori, Imouto ga Iru!",6.6,Studio Gokumi,Light novel,5373,867,112167
6961,Kyoto Animation: Hana-hen,5.75,Kyoto Animation,Original,9018,7121,3410
6962,Kyoto Animation: Sora-hen,5.6,Kyoto Animation,Original,9424,7308,3209
6963,Recorder to Randoseru Re♪,6.87,Seven,4-koma manga,4151,3299,19892
6965,Rakuen Tsuihou,7.38,Graphinica,Original,1967,1629,49155
6966,Inu x Boku SS Special,7.6,David Production,Manga,1270,1722,63643
6969,Moyashimon Returns,7.22,"Telecom Animation Film, Shirogumi",Manga,2708,3467,14568
6970,Guilty Crown: Lost Christmas - An Episode of Port Town,6.94,Production I.G,Original,3842,1600,67914
6973,PES: Peace Eco Smile,5.65,Studio 4°C,Original,9301,7666,2023
6979,Shiawasette Naani,5.07,Kyoto Animation,Novel,10500,10496,671
6986,Hyouka: Motsubeki Mono wa,7.37,Kyoto Animation,Light novel,2035,1080,116728
6988,Tokyo Disney Resort: Yume ga Kanau Basho,6.19,Production I.G,Original,7378,9857,1057
6999,Ryuugajou Nanana no Maizoukin,6.6,A-1 Pictures,Light novel,5355,4559,5395
7001,Binbougami ga!,7.73,Sunrise,Manga,954,763,120400
7007,Guilty Crown: 4-koma Gekijou,7.0,Production I.G,4-koma manga,3636,3477,11070
7008,The Four Seasons,6.27,P.A. Works,Original,7029,9017,960
7009,Natsuyuki Rendezvous,7.29,Doga Kobo,Manga,2363,1864,34170
7010,Persona 4 the Animation: No One is Alone,7.5,AIC ASTA,Game,1581,2562,28687
7012,Robotics;Notes,7.35,Production I.G,Visual novel,2098,937,81365
7013,Psycho-Pass,8.38,Production I.G,Original,168,45,720340
7014,Sayonara Zetsubou Sensei Special Omake,6.59,Shaft,Manga,5415,6156,3178
7018,Little Busters!,7.52,J.C.Staff,Visual novel,1533,617,106133
7019,Ore no Imouto ga Konnani Kawaii Wake ga Nai.,7.05,A-1 Pictures,Light novel,3434,373,288292
7020,To LOVE-Ru Darkness,7.51,Xebec,Manga,1561,497,215176
7021,Naruto: Shippuuden Movie 6 - Road to Ninja,7.67,Studio Pierrot,Manga,1094,656,202852
7027,Nekogami Yaoyorozu Specials,6.21,AIC PLUS+,Manga,7271,9675,581
7030,Afro Samurai Movie,7.54,Gonzo,Original,1440,2289,38305
7032,Rinne no Lagrange: Kamogawa Days,6.81,Xebec,Original,4390,5352,4639
7033,Koukyoushihen Eureka Seven: New Order,6.63,Bones,Original,5268,5178,4896
7036,Sakura-sou no Pet na Kanojo,8.19,J.C.Staff,Light novel,322,83,643241
7037,Junjou Romantica OVA,7.8,Studio Deen,Manga,824,2423,27931
7044,Pokemon: Meloetta no Kirakira Recital,6.45,OLM,Game,6129,5574,5233
7045,Corpse Party: Missing Footage,6.07,Asread,Visual novel,7947,1281,87817
7053,Nagareboshi Lens,6.64,Kinema Citrus,Manga,5190,3683,15163
7054,Marimo no Hana: Saikyou Butouha Shougakusei Densetsu,5.04,Kinema Citrus,Manga,10579,7086,3408
7056,Detective Conan OVA 12: The Miracle of Excalibur,7.04,TMS Entertainment,Manga,3502,5128,6908
7057,Wild Adapter,6.24,Anpro,Manga,7192,5637,2252
7058,To LOVE-Ru Darkness OVA,7.6,Xebec,Manga,1282,1331,74692
7059,Queen's Blade: Rebellion Specials,6.12,Arms,Other,7718,5366,4249
7061,Accel World: Acchel World.,6.22,J.C.Staff,4-koma manga,7248,2637,26574
7062,Arve Rezzle: Kikaijikake no Yousei-tachi,6.3,Zexcs,Light novel,6882,3342,14294
7068,Accel World EX,7.15,Sunrise,Light novel,2975,1398,78295
7070,Dennou Coil Recaps,6.29,Madhouse,Original,6941,8634,1022
7074,Thermae Romae x Yoyogi Animation Gakuin Collaboration,6.29,DLE,Manga,6963,9152,1393
7076,Thermae Romae: Kodai Romajin ga Uchuu e,5.99,DLE,Manga,8258,10039,678
7077,Goulart Knights: Evoked the Beginning White,6.01,Studio Blanc,Original,8204,8080,748
7080,Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,7.09,AIC Build,Light novel,3232,1420,80724
7082,Mangirl!,5.86,Doga Kobo,Manga,8671,3100,15087
7085,Kimagure Orange☆Road: Tanabata Special,6.63,Studio Pierrot,Manga,5263,9718,648
7088,Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu,6.22,AIC Classic,Manga,7237,3452,9573
7089,Zetsuen no Tempest,7.99,Bones,Manga,549,247,269385
7091,Pokemon Best Wishes! Season 2,6.41,OLM,Game,6374,2364,37539
7094,Pokemon Black and White 2: Introduction Movie,7.44,OLM,Game,1775,4238,12313
7098,Girls & Panzer,7.55,Actas,Original,1427,642,137852
7099,"Hanayaka Nari, Waga Ichizoku: Kinetograph",6.44,"Anpro, teamKG",Visual novel,6244,4386,7651
7100,Upotte!!: Miatte Waratte,6.52,Xebec,Manga,5824,4303,10413
7101,Hanasaku Iroha: Home Sweet Home,7.89,P.A. Works,Original,686,1828,37365
7102,Oedo wa Nemurenai!,5.62,Madhouse,Manga,9356,11194,352
7103,Aitsu to Lullaby: Suiyobi no Cinderella,5.91,Studio Pierrot,Manga,8500,12123,173
7104,Tasogare Otome x Amnesia: Taima Otome,7.51,SILVER LINK.,Manga,1543,1902,51509
7105,Oniichan dakedo Ai sae Areba Kankeinai yo ne!,6.53,SILVER LINK.,Light novel,5713,608,143557
7110,Tonari no Kaibutsu-kun,7.55,Brain's Base,Manga,1417,111,571939
7111,Akuemon,6.02,Tezuka Productions,Manga,8127,10284,698
7113,Busou Shinki,6.32,8bit,Other,6752,2795,15105
7114,Lunn wa Kaze no Naka,6.01,Tezuka Productions,Manga,8204,10592,580
7117,Persona 4 the Animation: The Factor of Hope,7.34,AIC ASTA,Game,2143,4049,6383
7118,Chitose Get You!!,6.26,SILVER LINK.,4-koma manga,7064,3830,10165
7119,Vividred Operation,6.46,A-1 Pictures,Original,6126,2002,30037
7120,Sukitte Ii na yo.,7.49,Zexcs,Manga,1613,256,348399
7121,Nerawareta Gakuen,7.0,Sunrise,Novel,3638,1692,43033
7122,Computer Kakumei: Saikyou x Saisoku no Zunou Tanjou,6.48,Production I.G,Original,5969,5850,5048
7124,Btooom!,7.39,Madhouse,Manga,1942,140,510409
7125,Ryo,5.88,Gonzo,Original,8604,4626,7480
7126,Little Witch Academia,7.85,Trigger,Original,741,554,201860
7127,Death Billiards,7.93,Madhouse,Original,640,777,150638
7128,Yama no Susume,6.82,8bit,Manga,4375,1976,28399
7134,Chihayafuru 2,8.43,Madhouse,Manga,135,816,127828
7135,Persona 3 the Movie 1: Spring of Birth,7.59,AIC ASTA,Game,1297,1506,62292
7136,K,7.51,GoHands,Original,1560,178,400631
7138,Mahoutsukai Nara Miso wo Kue!,5.26,AIC,Light novel,10224,6106,3870
